TICKER,ISIN,INDUSTRY,TR_ANALYTICCO2,TR_ANALYTICTOTALWASTE,TR_ENVPRODUCTS,TR_ANALYTICENVRND,TR_ANALYTICWATERUSE,TR_ANALYTICENERGYUSE,TR_POLICYHUMANRIGHTS,TR_POLICYRESPONSIBLEMARKETING,TR_PRODUCTQUALITYMONITORING,TR_POLICYDATAPRIVACY,TR_WOMENEMPLOYEES,TR_AVGTRAININGHOURS,TR_TRADEUNIONREP,TR_ANALYTICLOSTDAYS
MVM,RG8IE8NBGN47,Chemicals,0.03,0.50,0.16,,,0.57,,0.47,0.10,,,0.42,0.03,0.04
MVR,FXD4QIDSHG01,Household goods,,0.30,,0.78,0.18,0.85,,0.56,,,,0.17,0.05,
MVR,JI2393DDH1V3,Software and IT services,,,,0.63,0.52,,0.56,,,,0.41,0.61,0.30,0.65
MVR,KUDK288DZI93,Multiline utilities,0.94,0.85,,,0.81,0.94,,,,0.98,0.57,0.34,0.07,
MVR,RW40IFYND403,Software and IT services,,0.37,,0.76,,,,0.41,,0.75,0.08,,0.95,0.01
MVS,HYO1X2PK6TK8,Collective investments,,,0.90,,,0.82,0.50,,,,0.85,0.55,0.52,
MVSV,XOI4TV984TX8,Oil and gas related equipment and services,0.20,0.26,,0.76,,0.27,0.39,,,,0.87,,0.06,
MVT,VLFUCKA1NNK0,Professional and commercial services,0.20,0.50,,0.84,,,0.79,0.10,,0.14,0.96,,0.29,0.48
MVTM,KMMNJW8WJAA3,Household goods,0.61,,0.74,0.07,0.89,0.33,0.43,0.30,,0.95,0.93,0.05,0.45,0.09
MVV,NLXA9RGK5H71,Paper and forest products,0.95,0.89,0.03,,0.02,0.97,0.45,,0.89,,0.19,0.18,,
MVWM,CFPA3IGNQ958,Healthcare equipment and supplies,0.21,0.72,0.19,0.38,,,0.56,0.99,0.85,0.61,,,0.96,0.64
MWA,QGSFE55P0VJ8,Water and related utilities,0.90,0.81,0.93,0.85,0.05,,,,,,0.04,0.04,,
MWAA,VZF8FJ5UTJB8,Automobiles and auto parts,,,,0.93,0.72,0.41,0.75,0.39,0.97,,,0.22,0.28,
MWB,HKXGB2XBS2U2,Healthcare equipment and supplies,0.45,0.42,,,0.66,0.94,0.14,,,,,,0.47,
MWBT,ERYQ8E35RMN6,Collective investments,0.81,0.32,,0.56,,0.51,0.87,,0.37,0.65,0.59,0.46,0.52,
MWC,UGKMSB69UD63,Transport infrastructure,,,0.80,,0.53,,,,0.95,0.05,0.07,0.28,0.59,
MWEZ,YGHEVMJVNIU9,Multiline utilities,0.91,,,,0.71,0.73,0.21,,0.93,0.34,0.71,0.79,,0.97
MWFC,PYVA0TZGI5Z1,Renewable energy,0.64,0.23,0.62,,,,0.26,0.03,,0.94,0.45,0.81,0.41,0.58
MWG,AG1QVBYODFK9,Electric utilities and IPPs,0.44,0.64,,0.91,0.76,0.38,0.99,0.83,,,,,0.59,
MWH,ZA85052LAO67,Industrial conglomerates,0.19,0.59,,,,0.81,0.41,,0.59,0.45,0.72,,0.75,1.00
MWLE,RMGEU5JT2TU0,"Computers, phones and household electronics ",,0.61,0.28,,,,0.93,0.96,0.84,0.89,,0.26,0.74,0.54
MWMF,GQI25U17WL10,Office equipment,,0.90,,,,0.61,0.23,,,0.92,0.27,0.28,,0.83
MWMK,MNX25JXDTW16,Communications and networking,0.01,0.60,0.81,,,,0.31,0.23,,,0.59,0.92,,
MWO,YO9ARNMSPON1,Industrial conglomerates,0.20,,,,,,0.96,0.16,0.01,,0.51,,0.49,0.71
MWP,GWXYKNYTRNP3,Water and related utilities,0.45,,0.91,,0.76,,0.59,,,0.45,,,0.31,
MWPF,TT114WXV3C48,Insurance,,0.13,,0.54,,,0.95,0.34,0.40,0.11,1.00,0.02,,
MWPX,CJJYMI4QY3K7,Aerospace and defense,0.74,0.77,,,,,,0.15,0.39,,,,0.98,
MWQ,HZ8RDYI4LF31,Diversified retail,0.65,,,,0.15,0.55,0.09,0.06,,0.89,0.92,0.33,0.77,0.17
MWSM,EUFP19N27KK3,Personal and household,0.55,0.60,,,0.23,0.40,0.40,,,0.61,0.10,,,
MWX,NT1TER1SS7J3,Beverages,0.47,0.66,0.37,0.98,,,,0.54,0.56,0.13,,,0.92,0.45
MWY,OWEFSU4TVX63,Multiline utilities,0.19,0.85,0.80,,0.56,,,0.59,0.54,0.92,0.46,0.52,0.88,
MWY,ZHHAMHD0RP31,Multiline utilities,0.87,0.84,0.77,0.80,,0.11,,0.84,,,,0.12,0.38,
MWZ,OGA82S2YVCE0,Software and IT services,0.98,,,0.97,0.05,0.44,0.20,0.64,0.28,0.85,0.65,,0.01,0.08
MXA,AF4YJAF2PSX1,Food and tobacco,,0.12,,0.17,,,0.31,,,0.96,,,,0.46
MXAB,ZSLH0TMWGSQ1,Investment banking and investment services,0.33,0.94,,,,0.70,0.94,0.98,0.61,0.73,0.43,0.99,0.58,0.87
MXAJ,VWWCATDHCP73,Natural gas utilities,0.10,0.23,0.98,,0.37,,0.13,,0.01,0.27,0.72,0.97,0.67,
MXDV,NVAPIBGECN11,Banking services,,0.66,0.78,0.81,0.29,0.87,0.64,0.05,0.51,,0.18,0.20,,0.09
MXGF,LO98F4SLAWC1,Specialty retailers,,,0.02,0.77,0.19,,0.35,,,0.36,0.41,,0.17,0.97
MXHL,EBZI8K44T250,Textiles and apparel,0.97,,,,0.89,0.43,0.03,,0.96,,,0.82,0.05,0.50
MXJ,HLWNI22N5MS3,Chemicals,,,,0.48,0.52,0.05,0.50,0.85,0.84,0.36,0.61,,0.63,
MXKG,VE6RSXSC4493,Investment banking and investment services,0.95,,0.67,,,0.84,0.98,,,,,0.47,0.80,0.82
MXOB,IG8A68326944,Construction and engineering,0.90,,0.49,,,0.38,0.94,,0.89,0.28,0.78,,0.07,0.71
MXSJ,DLNOWD1YM7W0,Automobiles and auto parts,0.78,,0.89,0.38,0.62,,0.83,,,,0.89,,0.21,0.91
MXT,TRHVQZD8HUP6,Renewable energy,0.77,0.53,0.47,0.65,0.12,,,0.08,0.62,0.52,,0.46,0.36,
MXW,IORMFXRH98K3,Uranium,,,0.38,0.35,0.19,,0.94,,,0.12,0.35,,,0.19
MXWI,YN20K5W7THC2,Collective investments,0.22,0.73,,,0.74,,0.54,,,0.70,,0.51,,0.62
MXX,BZU5JBHB9TR6,Electric utilities and IPPs,,,0.75,0.34,,0.73,0.86,0.12,0.90,0.41,,0.80,0.14,
MXY,KNEDML2JPNM9,Biotechnology and medical research,,,0.13,0.78,,0.11,0.95,0.91,,0.08,,0.82,,0.84
MXZ,ELHMZ512IRX8,Multiline utilities,,,0.40,,0.68,,,0.82,0.93,0.54,,0.34,0.51,
MYA,FL3HLPZMEGG9,"Computers, phones and household electronics ",0.15,0.81,0.63,0.83,0.76,0.14,0.79,,0.31,,,0.07,0.31,0.59
MYC,SV6NE89M5O98,"Machinery, tools, heavy vehicles, trains and ships",0.24,0.78,0.30,0.00,0.27,,0.68,,,0.28,0.86,,0.74,0.84
MYF,MEI6M9WISXF5,Oil and gas related equipment and services,,0.77,,0.97,,0.97,,,,0.52,0.53,,,
MYF,KIWZB9I154Q9,Residential and commercial REITs,,0.11,,0.55,0.33,0.10,,,0.07,0.84,0.10,,,0.10
MYGR,HFLSQ6LGYFX6,Professional and commercial services,,,,,,0.69,0.09,,,0.41,,,,0.40
MYH,FRLEL7WOSPD1,"Computers, phones and household electronics ",0.56,0.66,,0.03,,,,,0.48,0.73,0.55,,0.72,
MYI,FCQJ5XKDXCO9,Household goods,,0.45,0.83,0.47,0.63,,,,,,0.63,,0.64,
MYID,DCRS3U09RRE9,Natural gas utilities,0.79,,,0.58,0.07,,0.60,0.42,0.36,,1.00,,,0.84
MYJL,UT8OU8JGGTQ6,Textiles and apparel,,0.09,,0.45,,,,,,0.48,,,,0.50
MYKU,QM8NLZEV3M89,Multiline utilities,0.38,0.79,0.81,0.99,,,,,0.33,0.49,0.17,0.30,0.18,
MYLS,SG7Z69B5Y5M5,Oil and gas,,0.71,,0.44,,0.38,,0.94,,0.27,,0.00,0.54,0.39
MYO,GBYWOQJCCEJ2,Office equipment,0.99,,,,,,,0.33,,,0.56,,0.00,0.17
MYQ,STHZXTK48A59,Food and drug retailing,0.38,,0.58,0.78,0.45,,0.33,,,,,,,0.10
MYR,SNS7LW2919V6,Electronic equipment and parts,0.13,0.39,0.31,,0.83,,,,,,,,,
MYRH,PKH72K3QVMV2,Transport infrastructure,0.28,,,,0.25,0.34,0.16,,,0.12,0.71,0.71,,0.82
MYS,EYAU2MAAWT68,Specialty retailers,0.68,,0.18,0.80,0.61,0.39,0.64,0.02,0.70,,,0.71,,
MYS,QAAOQGMW6Q43,Leisure products,,,0.65,0.65,0.55,,,,,,0.07,0.13,0.16,
MYS,IBCAPNCXAGC3,Aerospace and defense,,,,0.82,,,,,,0.18,,0.03,0.77,
MYS,QY4N2T8CBB60,Personal and household,,0.11,0.39,0.60,0.20,0.64,0.97,,,0.78,,,0.05,0.63
MYU,YVCWXYKQVKK1,Specialty retailers,,,0.13,,0.95,,0.43,0.67,,,0.46,,0.19,0.52
MYUY,QTBXLM52LEU4,Media and publishing,0.33,,0.38,0.96,0.57,0.47,0.28,,0.30,0.58,0.75,,,
MZA,LP33UADWHEO6,Transport infrastructure,0.04,,,,,0.43,0.86,0.56,0.61,0.28,0.08,0.25,0.09,
MZB,QG5717VIZK33,Oil and gas related equipment and services,0.55,0.01,,,,0.27,,0.65,0.44,,,0.20,,
MZBX,PCLR4RKGYUE1,Healthcare providers and services,0.41,,0.35,,,,0.90,0.91,0.46,,0.09,0.73,,
MZC,UZMLRO8XZ262,Healthcare equipment and supplies,0.33,,0.05,,,0.39,0.62,,0.30,0.16,0.04,,,0.71
MZCI,XNFOGIU94759,Uranium,0.33,0.69,0.56,0.02,,0.78,0.61,0.49,,0.83,0.23,,0.60,
MZCS,AJ0K312AL6M7,"Machinery, tools, heavy vehicles, trains and ships",0.04,0.71,,,0.61,0.89,0.62,0.13,0.54,,0.31,,0.86,
MZDI,WB6T3UDD28K8,Software and IT services,,,0.76,,,0.85,0.92,0.18,,0.87,,,,0.85
MZET,ZGNJDBCXMZR4,Semiconductors,0.47,0.43,0.77,0.90,,,0.43,,0.00,0.59,0.77,,0.95,
MZG,PTF4HPR86K60,Natural gas utilities,0.88,,,0.08,,,0.18,0.79,,0.45,0.62,0.05,0.39,0.33
MZIL,APBEMXBSGD34,Transport infrastructure,0.64,,0.83,0.93,0.50,,0.94,,0.25,,0.52,,0.54,
MZIX,EAIBTBRLJJR8,Industrial conglomerates,0.45,0.69,,,,,0.52,,0.88,0.84,0.37,0.83,0.55,
MZJS,NBRTVU6WYP89,Collective investments,,,,,0.62,0.33,0.09,,0.52,0.51,0.47,0.89,0.48,0.67
MZK,EXPEUEKG9FH4,Water and related utilities,0.18,,,0.71,,0.36,0.40,,,,0.08,0.60,0.78,0.15
MZKB,YMVLRH5DW819,Containers and packaging,,0.66,0.00,0.64,0.98,0.20,0.81,0.97,0.12,,,0.74,0.76,
MZKJ,OAYA6KSMZML3,Office equipment,,0.06,,0.57,,0.17,,,,0.98,,0.71,0.43,0.26
MZKP,CW00M23M20V6,Oil and gas,0.40,0.86,,,0.54,0.15,0.86,0.87,0.71,,,0.86,0.14,
MZO,RL4OLTHK8449,Investment holding companies,,0.60,,,0.33,0.84,0.11,,0.58,0.81,0.84,0.34,0.60,0.11
MZOW,EX7SSGA8STM9,Software and IT services,0.51,0.58,,1.00,,0.30,0.09,0.64,0.56,0.13,0.95,0.42,0.73,
MZS,TUCSME0UM4Y8,Homebuilding and construction supplies,,,,,,,0.43,,,0.69,0.84,0.72,,0.80
MZSP,IBU3BIH4Z4B5,Metals and mining,0.83,0.42,0.58,0.42,0.72,0.02,,0.41,,0.29,0.49,,0.33,
MZXU,SCYS7C7N5MO0,"Computers, phones and household electronics ",0.24,,,0.55,0.92,,0.35,0.06,0.14,,0.69,0.55,0.93,0.82
NAAF,GFLD15F2EJ53,Telecommunications services,,,0.62,,,,,,0.83,0.46,,0.68,0.52,0.40
NAB,KSP28V452IW2,Coal,0.46,0.76,,,,0.62,,0.54,0.76,0.39,0.17,,,0.16
NAC,NO7BO2M06IT3,Renewable energy,0.13,,0.40,0.83,,0.94,,,0.40,0.66,0.47,0.29,0.55,0.45
NAF,TIIIBT9X7226,Semiconductors,0.07,0.68,0.43,0.06,,0.57,,0.36,0.69,,,0.88,,0.69
NAFQ,KI8PQNULRN32,Natural gas utilities,0.96,0.11,,0.57,0.23,0.72,,0.82,0.29,0.21,,,,0.97
NAH,IE6U4BX2M6C1,Water and related utilities,,,,0.11,,,0.80,0.57,0.32,0.93,,0.12,0.64,
NAJX,XX8ZR8LX2BU3,Electric utilities and IPPs,,0.52,0.88,0.86,0.41,,0.29,,0.07,0.24,,,,
NAL,DNH3Q35T5G39,Office equipment,0.85,,0.90,,,,0.81,,,,,0.36,0.79,
NALM,XCUTFJO748S6,Coal,,0.30,0.47,0.81,,0.96,,,,,0.74,0.29,,0.60
NAMV,KDXL273AX4I8,Media and publishing,,0.33,,0.84,0.34,,,,0.52,0.88,0.66,,0.32,0.54
NAU,KVJ9ZPKCH3I0,Water and related utilities,0.85,0.81,0.79,0.17,0.72,0.76,,,,,,0.65,,0.02
NAU,VGZ8LZO8POJ7,Professional and commercial services,0.70,0.44,0.04,0.62,,,,0.92,0.75,0.30,0.02,0.53,0.75,
NAVS,CXN16QVBY2K9,Natural gas utilities,0.50,,,0.19,,0.84,0.00,0.29,0.25,,,0.89,0.98,
NAWX,SY60XYV2L989,Textiles and apparel,0.89,0.30,0.28,,,0.55,0.13,,0.03,0.67,,,,0.97
NBA,IHJUIEMOUEC0,Leisure products,0.47,0.19,0.34,0.65,,,,,0.66,0.40,0.11,0.99,0.39,0.66
NBA,IK10CLEPJLM7,Office equipment,0.70,0.85,0.67,,,,0.86,0.42,,,0.35,0.69,,0.66
NBF,TBGG780KM4G4,Professional and commercial services,0.79,,0.58,,0.12,0.66,0.64,0.66,0.66,0.90,,,0.84,0.39
NBG,MYHI6ZXXCFQ1,Automobiles and auto parts,,0.10,0.72,0.99,,0.98,,,,,0.85,,0.41,
NBGN,NTYAUEUMD4L1,Communications and networking,,,,,0.17,0.29,0.13,0.95,,,0.28,0.48,0.97,0.82
NBH,AB78W9B4OX36,Natural gas utilities,,0.65,,,0.08,,,0.85,,,0.36,0.98,0.95,0.38
NBH,ZNU3EKG7JL17,Industrial conglomerates,0.75,0.05,,0.38,,,0.33,,0.53,,0.81,,0.18,
NBLJ,XGAX8SV1GR36,Beverages,,0.45,,1.00,0.90,0.80,0.96,,,,,0.62,,0.39
NBN,ZQ6UCODK7UY0,Diversified retail,,0.83,0.43,0.26,,,0.72,,0.07,0.98,0.93,0.43,0.74,0.54
NBP,GECOAJ4OYQZ0,Residential and commercial REITs,,0.14,0.82,0.95,,0.70,,,0.37,0.98,0.53,,,
NBQ,DDIZT5ZXDST3,Real estate operations,,0.13,0.58,,0.79,0.48,,0.36,0.49,0.83,,,,0.99
NBS,CZ9ANR2VATZ3,Uranium,,,0.18,,,0.30,0.88,0.07,0.56,,,,,
NBU,MNAW5KOSW9X2,Electronic equipment and parts,0.48,,,0.07,,0.17,0.78,,,,,0.85,,
NBU,NXUWJOZI2B64,Personal and household,,0.80,0.72,0.40,0.43,,,0.67,,0.69,0.14,,0.69,0.10
NBW,UAVAWW31RBA3,Renewable energy,,0.38,,0.92,,0.66,,0.89,0.20,,0.19,,,0.37
NBW,KFU1KGBVT7R7,Pharmaceuticals,0.08,,0.10,0.77,,0.90,0.64,,,0.19,,0.27,0.57,0.57
NCC,SOMW8RW6PUO7,Containers and packaging,0.73,0.11,,0.89,,0.28,0.74,0.63,,,0.46,0.55,0.05,
NCCB,JM1IUBEJB8V1,Electronic equipment and parts,,0.80,0.67,,0.49,,0.56,0.41,0.99,,0.37,0.10,,0.28
NCCL,OJFXZ6F1XXO3,Multiline utilities,,0.44,0.19,0.37,0.68,0.31,0.82,,,,,,0.93,0.89
NCD,WFX30FQBE6R7,Homebuilding and construction supplies,0.65,0.32,0.16,,,0.49,0.08,,,0.63,,0.01,,0.68
NCE,VW90QSF7J5M5,Diversified industries,0.67,,,0.90,,0.48,,,,,0.58,,,0.69
NCFE,CIV2EFWTKJ83,Personal and household,1.00,,0.25,0.56,,0.44,0.68,,0.53,0.05,0.04,0.44,0.84,0.73
NCH,EF9MVUV0M521,Diversified retail,,0.59,0.04,0.34,,0.57,,0.96,0.15,0.11,,0.14,0.50,
NCHE,ELCMAX2I7OU1,Oil and gas,0.68,0.71,,,,0.23,0.76,0.71,0.20,0.07,,,0.68,0.81
NCN,TTY4HCOWZVH4,Textiles and apparel,0.94,0.30,,0.79,0.99,0.62,0.58,,,0.51,0.80,,,0.27
NCNH,UFJF28TXMSQ5,Textiles and apparel,,,0.57,,,,0.30,0.32,,,0.18,0.78,,0.06
NCOW,CK4BAKQXIPJ3,Professional and commercial services,0.23,0.72,,0.63,,0.62,,0.57,0.38,0.96,0.24,0.19,0.88,0.51
NCPE,RRWSZFQSMFV3,Personal and household,0.31,,,,0.36,0.42,0.09,,,0.06,,,0.37,0.38
NCPO,GPDGFOBXFQX4,Software and IT services,,,,0.79,,0.68,,,0.17,0.96,0.53,0.62,0.49,
NCQJ,UM70FNEGAIP6,Media and publishing,0.25,,0.87,,0.34,0.09,,,0.27,0.50,,0.11,0.42,
NCU,QY83H1TXIU30,Telecommunications services,0.51,,0.68,0.71,0.11,0.83,0.48,,0.23,,0.42,0.42,,
NCUT,GEMY3BREHVD2,Oil and gas related equipment and services,,0.18,,0.54,0.45,0.36,,,,,0.99,0.01,,0.32
NCW,VWORL11LJ7L9,Electronic equipment and parts,,0.91,,,,0.65,,,0.93,,,0.07,0.17,0.22
NCWL,AM9EF21UXOR5,Electronic equipment and parts,0.58,,0.43,0.28,0.06,0.97,,0.15,,,,0.00,,0.53
NCXT,XQ9LB5SBEO06,Renewable energy,,,0.52,0.16,0.31,,0.69,,0.30,,0.32,,,0.90
NCYT,XFRTBLY1RGA4,Household goods,,0.15,,,0.74,,,0.98,0.70,0.48,,,0.63,0.39
NCYX,EQX755IPJZ83,Professional and commercial services,0.45,0.19,,,0.80,,,,,,,0.29,0.92,0.18
NCZ,PWKJQS0QWLO9,Aerospace and defense,0.81,0.27,,,0.34,0.16,,,,,1.00,,,0.86
NDAP,NO9F6J2EONB8,Uranium,0.81,,0.35,,,0.32,0.43,,0.67,0.13,0.03,0.06,,
NDE,WR4EIWMP6B39,Specialty retailers,0.30,,0.00,0.67,0.96,,0.51,0.24,,,0.32,,0.53,0.38
NDE,HL2LCYV6VK33,Passenger transportation services,0.73,,0.55,,0.71,0.72,,0.99,0.17,,,,,
NDFK,KZVOY67BQE78,Biotechnology and medical research,,0.72,0.21,0.59,0.64,0.09,0.05,,,,0.01,0.19,0.51,0.16
NDFM,LJYR9E99C1W8,Semiconductors,0.05,0.09,0.25,0.06,,,0.42,0.53,0.47,,,,0.15,
NDHI,IC7LIZYD7GZ7,Food and drug retailing,,,0.28,,0.69,0.73,,,,,0.77,,,0.43
NDKL,CSE3AB7YJDV4,Investment holding companies,0.50,0.31,0.51,0.00,,,0.43,,,0.08,0.74,0.32,0.10,0.28
NDM,NTZMO6SKZSM2,Insurance,0.46,,0.11,0.99,,0.34,0.12,,0.58,0.07,,0.06,0.91,0.70
NDO,SENA4UMI2QV2,Media and publishing,0.58,0.08,0.92,0.70,0.87,0.96,,,,0.96,0.48,,0.46,
NDP,PT7CJSN7AI61,Construction and engineering,,,,0.31,0.80,0.27,0.87,,0.65,,0.74,0.81,0.12,
NDPM,PTC3AKAA4ON7,"Machinery, tools, heavy vehicles, trains and ships",0.72,0.24,,0.76,0.14,,0.15,0.22,,0.51,,0.65,,
NDR,WRCL9DYL2527,Metals and mining,,0.33,0.40,,0.66,,0.19,0.03,0.09,0.97,,,0.26,
NDSL,NSVIOPJI9YC6,Personal and household,,0.82,,0.26,0.86,,,,0.22,0.60,,,0.26,0.67
NDSR,JH67EP81FZZ1,Residential and commercial REITs,,0.09,,,,0.70,0.47,0.53,,0.54,,0.23,,
NDT,EJTHZSSE7DV4,Personal and household,0.34,,0.52,,,,0.87,0.87,0.64,0.46,,0.79,,0.36
NDUM,XXIZJ2ZWBCX8,Professional and commercial services,0.23,0.63,,0.58,0.70,0.99,0.15,,0.25,,0.38,0.15,0.14,
NDWH,AK9U6I3M7738,Beverages,0.69,0.84,0.38,,,,,,0.55,0.83,0.08,0.71,0.27,0.05
NDWW,PQDZIVKZ06P7,Investment banking and investment services,0.89,0.36,,,0.92,0.15,,,0.52,0.10,0.07,,,0.43
NDXB,BA6WBZ44QNX4,Electric utilities and IPPs,0.60,,0.89,0.08,0.73,0.27,0.93,0.94,,,,0.89,,0.32
NDY,FV1ZA2FJIL62,Food and drug retailing,0.24,0.02,0.28,0.32,,,0.17,0.53,,0.75,,,,0.96
NEB,KXY3CP8L5I05,Oil and gas,,0.74,0.34,0.28,0.48,0.32,,,,0.40,0.27,,0.54,
NEC,GU3OA8R2G8Z6,Biotechnology and medical research,,0.15,0.38,0.33,0.69,0.57,,,0.73,0.11,,0.92,,0.20
NECR,QH444WIMUBL0,Healthcare equipment and supplies,,0.69,,0.99,0.04,,0.16,0.80,,0.56,0.10,0.65,,
NEF,QH1ZQL3XET16,Pharmaceuticals,,,,0.78,0.21,,,,,,0.37,0.14,,0.11
NEHY,FZIGIM06WX72,Construction materials,0.53,0.72,,0.91,0.32,,0.52,0.97,,0.78,0.94,,,0.53
NEIU,FXHL9V1RVAL5,Renewable energy,0.48,,,,,,,,0.47,,,,0.78,
NEKR,UXOR08BNQ8E6,Automobiles and auto parts,0.85,,,0.22,,,0.72,,,,0.89,0.89,0.45,
NELU,ZI1XPFPIKT83,Office equipment,,,0.09,,,,,0.96,,0.34,,0.87,,0.63
NEM,IPLWWEI1ADE7,Healthcare equipment and supplies,0.50,0.25,0.92,,,,0.07,0.63,,,0.88,0.95,,
NENL,RTLN2STGUFP8,"Computers, phones and household electronics ",,0.54,,,0.62,0.55,0.34,,,,,0.34,0.39,0.32
NEO,FNB7FD90LW28,Investment banking and investment services,,,,,,0.63,,0.70,0.40,0.29,0.72,0.11,0.97,0.81
NEOF,SIIVNKKEV9L6,Multiline utilities,0.24,0.70,,,0.20,,0.01,0.21,0.88,,,0.59,,0.02
NEP,CCSHN8ELQXA4,Electric utilities and IPPs,,0.39,,0.35,0.07,,0.01,,0.19,,,,0.14,0.54
NEP,EWBQKIDHFMH6,Homebuilding and construction supplies,0.93,0.22,0.26,,0.15,0.91,,,0.28,0.81,,,0.56,
NESO,GI7N2UOTDUN5,Chemicals,0.13,0.22,0.70,,0.67,,,,0.67,0.64,,,,
NEU,JZ1E24K98RC6,Biotechnology and medical research,,0.28,0.50,,,0.88,,0.63,0.58,0.91,0.46,0.88,,
NEVB,CLKDTBLUA4G1,Automobiles and auto parts,,,,,0.62,0.12,,,,0.41,,0.66,0.34,
NEWJ,OHACTYQBHH69,Software and IT services,,0.81,,,,,,0.35,0.69,,0.61,0.56,0.58,
NEY,LSNKCIU19WH7,Textiles and apparel,,,,,,,,0.38,0.45,,0.17,,,0.57
NEZG,PQ9VY7HMM437,Healthcare equipment and supplies,,0.24,0.73,0.41,0.47,0.60,0.56,0.74,,0.85,0.71,,0.63,
NFB,DK9NX9HJ3NH2,Investment banking and investment services,0.61,,0.96,0.19,0.97,0.86,0.14,0.07,0.53,0.80,0.59,,,0.82
NFB,OWFFPSSV5S97,Natural gas utilities,0.53,0.01,,,0.30,,0.61,0.57,0.17,,,,,0.35
NFCC,BDSJPARD84M8,Homebuilding and construction supplies,,0.38,0.55,0.09,0.69,0.50,0.06,,,0.06,0.62,0.62,0.21,0.48
NFFE,SZE58KLYD6Q1,Residential and commercial REITs,,,,,0.57,0.26,0.48,0.70,0.94,0.00,,0.55,,
NFFU,EM93EDCJKNA0,Freight and logistics services,,,,,,0.28,,0.41,0.76,,0.41,0.82,,0.45
NFIL,ZTPBT3TEX018,Specialty retailers,,0.40,0.25,0.31,,0.78,0.14,0.19,0.13,,0.01,,,1.00
NFIM,PSZKBQ25SJP1,Pharmaceuticals,,0.04,0.66,0.71,0.28,,,0.37,0.08,0.03,0.39,0.17,,0.73
NFJ,WBEH9VY6DQA4,Software and IT services,0.23,,0.31,,0.27,,0.02,0.59,0.39,,,,0.47,0.07
NFKK,NAJKKUD02IQ7,Telecommunications services,,0.24,,,0.07,0.53,,0.68,0.07,,0.29,,0.61,0.33
NFL,DR6NFKM2AJQ1,Food and tobacco,0.44,0.63,,,0.57,,0.46,,0.90,0.64,,,0.13,
NFL,LPYOI68EHDH4,Specialty retailers,,0.06,0.37,0.96,,0.30,0.72,0.16,,,0.66,0.35,,0.37
NFN,LSC21109TRL8,Banking services,,,0.78,0.68,,,,,0.34,0.22,0.35,0.62,,0.08
NFNM,GEJRS8QQ89G7,Semiconductors,0.33,0.51,0.10,,0.63,0.31,,,,0.29,,0.69,,
NFOE,RZE6RU4UR6I3,Oil and gas related equipment and services,,,,0.87,0.70,,,0.77,0.53,0.55,0.86,0.95,0.79,
NFRO,MOIDAIK2AJO7,Media and publishing,,,,,0.83,,0.08,0.09,0.02,0.59,,0.44,,0.30
NFT,WQ3DUAJYMRZ6,Food and drug retailing,,,,,0.61,0.91,0.45,0.13,,0.24,0.46,0.87,0.82,0.53
NFV,NJDCME65WZ52,Oil and gas related equipment and services,0.33,,,,,0.76,0.95,,,0.00,0.43,,0.15,0.56
NFW,SWIY3R5JPOK3,Household goods,0.25,0.67,0.10,0.05,,0.83,0.80,,,0.99,0.37,,0.92,
NFW,YWR2DXEKU7S8,Food and tobacco,0.38,0.39,0.94,,,0.00,0.16,,0.95,0.43,0.79,0.25,,
NFYH,MSAUQZLIWKW9,Construction materials,0.13,,,0.33,,0.14,,,,0.66,,,0.48,0.25
NFYK,WDH4GKLKE132,Natural gas utilities,0.14,0.30,,0.97,0.42,0.92,,,,0.42,0.11,,,0.84
NGBO,CBWYSM13T1U5,Professional and commercial services,,0.43,0.43,0.95,0.49,0.38,0.30,0.94,,0.09,,,0.97,0.51
NGC,OW6QVB1LKVY6,Leisure products,,0.17,0.58,0.02,,0.30,0.23,,0.71,,0.63,0.59,,
NGC,OOF6JFSKJIG8,Biotechnology and medical research,0.92,,,,0.24,,0.47,0.34,0.36,,,,0.78,0.65
NGCH,CUH5ZV0BH7K8,"Machinery, tools, heavy vehicles, trains and ships",0.77,,0.02,0.60,0.84,0.36,0.42,0.00,,0.22,0.22,,,0.60
NGD,BDGX7EJP8146,Healthcare providers and services,,0.34,0.63,,0.89,0.78,,,0.93,,0.37,,,
NGED,CAEUKYFI2GX2,Construction and engineering,,0.37,,0.30,,0.56,,0.66,0.15,,0.68,0.25,,
NGEO,EP1UK3XBJQB1,Freight and logistics services,0.10,,0.79,0.38,0.85,0.25,,0.27,,,,0.12,0.72,0.90
NGF,QTY3HX508961,Passenger transportation services,0.01,0.27,0.53,0.13,0.19,,,0.07,0.97,0.87,0.99,0.59,,0.23
NGF,PCPMW4L58V26,Containers and packaging,0.59,,,,,,0.95,,,0.84,,0.39,0.63,0.25
NGFI,JNVC6HOEPHD0,Construction and engineering,0.08,0.42,0.53,,0.66,,,0.57,,0.03,,,,0.23
NGIG,TGWM8ALYSHH9,Water and related utilities,0.64,,0.13,,,0.34,,,0.88,0.03,,,,0.74
NGK,XHHZ8KS2THN7,Chemicals,0.11,0.87,0.80,0.65,0.77,0.81,0.04,,,,0.49,,,
NGL,UTR8CKZ0H5W9,"Computers, phones and household electronics ",0.44,,0.94,0.46,,0.91,0.91,0.11,0.21,0.29,1.00,0.55,0.60,0.97
