Ticker,ISIN,Industry,TR_AnalyticCO2,TR_AnalyticTotalWaste,TR_EnvProducts,TR_AnalyticEnvRND,TR_AnalyticWaterUse,TR_AnalyticEnergyUse,TR_PolicyHumanRights,TR_PolicyResponsibleMarketing,TR_ProductQualityMonitoring,TR_PolicyDataPrivacy,TR_WomenEmployees,TR_AvgTrainingHours,TR_TradeUnionRep,TR_AnalyticLostDays
UWK,TS9I1JIDQ5B0,Leisure products,0.84,,,0.66,,,,0.1,,0.93,,0.52,0.22,0.1
UYS,OJ53KXSY8KE4,Leisure products,,0.23,0.23,0.66,0.49,,,,,0.54,,,0.63,0.9
VJZC,LMUB9ACJPRB6,Leisure products,,0.28,,,,,,,0.58,0.92,,0.06,0.19,0.77
VKY,BEMDM6217980,Leisure products,,0.17,0.3,0.63,,0.93,,,,,0.66,0.28,,
VLW,TRVFGIIF24U6,Leisure products,0.35,,,,,,0.26,0.53,,0.66,,0.5,0.4,0.07
VPN,WJ4J8BRJLTP4,Leisure products,,0.11,0.75,0.61,,0.53,,0.56,0.76,0.07,0.1,0.81,,0.56
VWJ,YQSWZ3DB8O71,Leisure products,,,0.61,,0.35,0.75,,,0.1,,,0.13,,0.48
VZP,JOOOJJG8CTN1,Leisure products,,0.77,,,0.83,,,,0.21,0.17,0.99,0.27,,
WHUM,QQTA05R5HTZ9,Leisure products,0.3,0.82,0.52,0.55,,0.52,0.91,0.32,,0.73,,,0.03,0.28
WMQG,IIMOEODLJOL9,Leisure products,0.81,0.67,,,0.29,,,0.17,,,0.69,0.24,0.55,0.85
WMX,DFG7QFTO4LL4,Leisure products,0.54,,,0.1,,0.4,0.24,,0.98,,0.35,,,
WSVZ,RP9X6ZCRK5J2,Leisure products,,,,,,,,,0.23,0.6,0.68,0.61,0.94,0.15
WVFB,RV0A96XEM5I9,Leisure products,0.48,,0.93,0.85,0.05,,0.78,0.28,0.46,,0.7,0.25,0.74,
WVG,LUYGJXWJTEE4,Leisure products,0.14,,0.29,0.87,0.78,0.83,0.62,0.54,0.4,0.26,,,,0.09
XBZO,TIMP8LYYYZO8,Leisure products,,,0.57,,,,0.15,,,0.45,0.07,0.49,,0.34
XGXE,MG0RLQHXJEM7,Leisure products,0.27,,0.19,,0.72,,,0.9,,0.55,0.26,0.89,0.4,
XJXS,QKIGP205PEV9,Leisure products,0.59,0.78,,0.67,,0.77,,,0.48,0.49,,,0.74,
XJZ,SSM8A4A2YCE3,Leisure products,,,,,,,0.47,0.34,,,0.21,0.45,,
XLE,HUQN81A8Y0V2,Leisure products,0.32,0.42,0.02,,0.35,0.9,0.26,,0.8,0.42,,0.39,,
XLF,YHKNJF6ZKK60,Leisure products,0.17,,,,0.48,0.87,,0.32,,0.56,0.19,,0.6,
XQMW,TQITJSVP0OC1,Leisure products,0.23,0.34,,0.82,,0.82,0.2,0,,0.09,0.38,,,0.32
XUXX,QNUVAPW7M6K5,Leisure products,0.75,0.84,,,,0.7,0.63,0.21,,0.68,0.19,0.65,,0.71
XYAA,YJN9Q6D9UL51,Leisure products,,0.2,0.72,,,0.83,0.42,,0.48,0.69,0.62,0.67,,0.85
XYG,PR6A1SGTXES8,Leisure products,,0.72,0.27,0.47,,,0.32,0.8,0.71,0.84,,,,0.07
XZI,VLN1QCG225F2,Leisure products,,0.62,,0.81,,0.53,0.1,0.22,,,0.4,0.76,,0.92
YAC,OX2KFHCUNOI5,Leisure products,0.61,0.01,,,0.39,0.18,,,,0.92,,0.43,,0.85
YCHY,AISDLNOKKMK9,Leisure products,,0.96,0.47,0.74,,0.69,0.14,0.12,0.14,0.01,,0.42,0.86,
YCS,LE7M8LXK9TR7,Leisure products,,0.74,,0.61,0.46,,0.52,,0.17,,0.31,,,
YHKB,MPS3LM1F9SF1,Leisure products,0.97,0.09,0.48,,,,,0.95,,0.78,0.82,,0.35,
YJK,KVPOQC8N2531,Leisure products,0.9,0.17,0.75,,,0.81,0.86,0.99,0.43,,,,0.6,
YLHV,ACKDZNSW7IL6,Leisure products,,0.94,,0.1,,,0.54,,,,,,0.89,
YOJ,ZIZHS8A0E9A0,Leisure products,0.52,0.25,0.36,0.32,,,0.39,,,0.22,0.47,,0.15,0.6
YQTQ,UJTUUPLTZZ57,Leisure products,0.33,,,0.66,0.74,0.85,,,,0.37,,0.06,,0
YXMU,NOEGKZTIKCI2,Leisure products,0.64,0.29,0.75,,,0.62,0.58,0.22,0.48,,0.95,0.44,0.38,
YXY,BVH5LYLNMX39,Leisure products,0.79,,,,0.87,0,0.09,0.55,0.9,0.9,,,,0.99
YZC,XYELRSBN2RN7,Leisure products,,0.6,,0.02,0.24,0.78,0.91,0.44,0.04,,,,0.11,
ZDM,QVUPBI6KWPK9,Leisure products,,,0.88,0.66,0.1,,,,,0.98,,0.12,,0.19
ZDWH,AGZK4JFM5A06,Leisure products,0.15,0.74,0.2,,0.68,0.19,0.95,0.81,0.16,,0.04,0.05,,0.83
ZJZ,ADPZFB68TUK7,Leisure products,0.67,0.91,,0.74,0.39,0.41,,0.07,,,,1,,
ZKT,KFJ2LCBFSBT1,Leisure products,0.67,0.15,0.56,,,,,,,,0.83,0.7,0.87,
ZLM,NA2CIJ8FYOL8,Leisure products,0.55,,0.64,0.94,,,0.91,,,,,,0.53,
ZPB,RS3EEJA3NY94,Leisure products,,0,0.19,0.7,,,0.61,,,,0.8,,,0.81
ZRJX,HS5KBO0Y3XU4,Leisure products,,0.3,0.66,0.27,,,,0.88,0.56,0.32,,,,0.7
ZYU,KEFKS1OZQ8Q1,Leisure products,,,0.68,0.19,0.41,0.86,,,0.98,0.8,0.27,0.22,0.23,0.11
ZZN,AC8DSYHE2ZX1,Leisure products,0.79,,0.54,,,,,0.53,,,,,0.26,
AETI,VKOHKYEJGPM5,"Machinery, tools, heavy vehicles, trains and ships",,0.39,0.47,,,,0.63,,0.95,0.93,,0.82,0.87,0.13
ASK,MJ3LDZIVIEY8,"Machinery, tools, heavy vehicles, trains and ships",0.13,0.01,0.67,0.88,0.85,,0.79,0.22,,,,0.23,0.18,
ASKX,SJOVZSSGULL4,"Machinery, tools, heavy vehicles, trains and ships",,,,0.63,0.63,,0.95,,0.98,0.79,0.56,,0.61,
ATM,AVY3IMRT5TR7,"Machinery, tools, heavy vehicles, trains and ships",0.11,,0.27,0.18,,0.28,,,,0.11,0.66,,,0.64
AVMZ,RWD98422LAP1,"Machinery, tools, heavy vehicles, trains and ships",,,0.88,0.95,,,0.6,0.93,0.51,,,,,
AXQJ,VV0BIQ8XJQ16,"Machinery, tools, heavy vehicles, trains and ships",,0.93,0.26,0.85,0.58,0.93,,,,0.45,,0.9,0.57,0.87
BDXP,VZRK0DKEAS36,"Machinery, tools, heavy vehicles, trains and ships",0.18,,0.99,0.03,0.33,0.41,,,0.72,0.46,0.56,0.93,0.92,
BJHH,WSJWTIJ9GQ53,"Machinery, tools, heavy vehicles, trains and ships",,,,,0.97,0.41,0.22,0.36,,,0.94,,0.14,0.63
BLHB,ZLYG3682CV13,"Machinery, tools, heavy vehicles, trains and ships",0.26,,,,0.9,0.09,,,,0.95,0.88,,,
BMVA,GB7DZBABX930,"Machinery, tools, heavy vehicles, trains and ships",0.23,0.83,0.78,0.9,0.93,0.81,,0.89,0.54,0.25,,,,
BPJ,BHON0IJ27GO4,"Machinery, tools, heavy vehicles, trains and ships",0.26,,,0.94,,0.31,,,,0.58,0.68,0.71,,0.14
BPZ,WBM3W0ADJ4A4,"Machinery, tools, heavy vehicles, trains and ships",,0.49,0.73,,,,0.73,,0.22,0.04,,0.68,,0.97
BSUV,TRQRI9VCQVE9,"Machinery, tools, heavy vehicles, trains and ships",,0.37,0.62,,0.23,,0.11,0.51,0.87,0.76,0.66,,0.52,0.62
BTZ,CY6TGAS3G4P1,"Machinery, tools, heavy vehicles, trains and ships",,,0.77,0.67,0.06,0.21,0.16,0.99,0.02,0.09,0.02,0.98,0.63,0.26
BWG,LI8T640ZUFC3,"Machinery, tools, heavy vehicles, trains and ships",,0.34,0.49,0.67,0.04,0.99,0.82,,,0.35,,,0.01,0.68
BXM,AH3ECHE4KE42,"Machinery, tools, heavy vehicles, trains and ships",,,0.16,0.59,0.8,0.11,0.92,0.21,,0.59,,0.8,,0.9
CGE,HKWOT8TJ0JI8,"Machinery, tools, heavy vehicles, trains and ships",,0.08,,,0.29,0.8,0.31,0.03,,0.09,0.51,0.21,0.43,0.99
COM,PNPUK45K4RV1,"Machinery, tools, heavy vehicles, trains and ships",0.36,,,,,0.47,,0.7,,,0.17,,,0.62
COV,ANBMTK9POJO8,"Machinery, tools, heavy vehicles, trains and ships",0.85,0.9,0.86,0.52,,0.58,,,0.06,0.44,0.74,,0.19,0.55
CRVV,XWPZ71G0CB15,"Machinery, tools, heavy vehicles, trains and ships",,0.7,,0.95,,0.73,,,0.15,,0,0.36,0.42,0.83
CZAH,YJIWSM9N81G3,"Machinery, tools, heavy vehicles, trains and ships",,0.07,0.98,,,0.49,,,,0.63,0.73,0.36,0.48,0.95
CZT,XX54RG394WL4,"Machinery, tools, heavy vehicles, trains and ships",,0.03,0.8,0.78,0.4,,,,,,,,0.02,0.02
DAL,KHKE2DNCU841,"Machinery, tools, heavy vehicles, trains and ships",,,0.64,,,0.97,,0.8,0.52,,,0.96,0.03,0.3
DED,HIOWSP4AREP1,"Machinery, tools, heavy vehicles, trains and ships",0.52,0.49,,,0.17,,0.04,0.79,0.48,0.86,0,0.45,0.46,0.52
DGIY,XY923UQOKME0,"Machinery, tools, heavy vehicles, trains and ships",0.89,,,,0.67,0.42,0.63,,0.4,0.51,0.96,0.9,,
DIMC,MQDGC3MRYUN2,"Machinery, tools, heavy vehicles, trains and ships",0.64,,0.42,0.77,0.16,0.91,,,,,,0.66,0.57,0.72
DIPG,PD0YWEUW91Q2,"Machinery, tools, heavy vehicles, trains and ships",0.01,,,0.99,0.34,0.07,0.8,,0.68,,0.57,,0.63,0.71
DOH,LN45Z5C9S1F7,"Machinery, tools, heavy vehicles, trains and ships",0.85,0.88,,,,,,0.43,0.53,,0.33,,,
DQTU,QTON8G1E2CO4,"Machinery, tools, heavy vehicles, trains and ships",0.39,0.14,0.25,,0.41,0.05,0.88,0.61,0.52,0.12,,0.02,,
DRCH,XM9IZ8OP5LG8,"Machinery, tools, heavy vehicles, trains and ships",0.31,,0.66,,0.22,,0.83,0.47,,0.63,0.96,0.24,0.48,0.09
DVQ,ZGJW2YPPV3M9,"Machinery, tools, heavy vehicles, trains and ships",0.62,0.73,0.96,,,0.06,0.13,0.01,0.54,0.11,,,,0.46
DWTL,SB0G9PDAFCF5,"Machinery, tools, heavy vehicles, trains and ships",0.13,0.1,,,0.45,0.01,0.23,0.54,0.18,0.22,0.68,0.18,0.61,0.81
DXN,DF7M9Z815BM5,"Machinery, tools, heavy vehicles, trains and ships",0.91,0.39,,0.03,,0.3,0.97,,0.45,,0.13,0.45,0.77,0.34
EAKA,AHCBK4P810Z0,"Machinery, tools, heavy vehicles, trains and ships",0.02,,0.73,,0.02,,,0.82,0.38,,0.79,0.9,,
EGJP,QMGDUZEZXJ30,"Machinery, tools, heavy vehicles, trains and ships",0.4,,0.57,0.14,0.6,0.85,0.78,,0.91,,,0.37,,0.16
EGK,QIWFG47J1AL3,"Machinery, tools, heavy vehicles, trains and ships",,0.87,0.5,,,0.86,0.62,,,,,0.97,,
EIFB,SXHI2KHBVEQ2,"Machinery, tools, heavy vehicles, trains and ships",0.2,0.51,,,0.43,0.14,0.71,0.56,0.7,0.17,,,0.1,
EKB,ZYVNLEK3IYE9,"Machinery, tools, heavy vehicles, trains and ships",0.96,,,,,0.32,0.56,1,0.01,,0.9,,,0.72
ENSK,ON36THC6J4K3,"Machinery, tools, heavy vehicles, trains and ships",,,,,,,0.76,0.47,,0.01,0.7,0.1,,
EOH,JGRPWK4KZAW5,"Machinery, tools, heavy vehicles, trains and ships",0.54,0.34,,,0.62,0.17,0.79,0.36,0.19,0.21,,0.39,,
ESCB,DEXVED20E5Z1,"Machinery, tools, heavy vehicles, trains and ships",0,,,,,0.93,,0.4,,0.38,,,0.32,0.28
FEH,ZNSIJYRWNVE7,"Machinery, tools, heavy vehicles, trains and ships",0.45,,,0.08,0.95,0.78,0.9,0.42,,,,0.86,0.18,0.58
FJT,JFJZX2LQMD28,"Machinery, tools, heavy vehicles, trains and ships",0.44,,0.7,0.93,0.97,0.69,,0.34,0.29,0.31,0.26,0.13,,
FKVE,CRLYIUIH8NB3,"Machinery, tools, heavy vehicles, trains and ships",,,0.49,0.48,,0.14,0.44,,,,0.98,0.75,0.8,0.92
FNVM,VTG8VMHTXAM9,"Machinery, tools, heavy vehicles, trains and ships",,0.37,0.07,0.89,,0.39,,,,,0.78,0.94,,
GCB,KJ3BSRWT7LG7,"Machinery, tools, heavy vehicles, trains and ships",,,0.45,,,0.96,,0.91,0.65,0.81,,0.04,,0.53
GCH,XUVG2KJVH5Y9,"Machinery, tools, heavy vehicles, trains and ships",0.61,0.07,,0.15,,0.85,0.49,,,0.29,0.45,0.05,0.5,0.89
GFNR,JTFJ5HMPKSL5,"Machinery, tools, heavy vehicles, trains and ships",,0.1,,0.49,0.79,,0.02,0.6,0.85,0.24,0.79,0.02,0.25,0.48
GMU,SXNKAZKI3397,"Machinery, tools, heavy vehicles, trains and ships",0.93,,0.32,0.94,,0.21,,,,0.39,0.24,0.36,0.21,
GPWA,EL3UW9GLXB12,"Machinery, tools, heavy vehicles, trains and ships",0.48,0.76,,0.87,0.94,0.45,0.59,0.08,,,,0.4,0.71,0.98
GWQK,ROUUV74X86V3,"Machinery, tools, heavy vehicles, trains and ships",,,0.53,0.31,,0.73,0.94,0.4,0.68,,0.63,0.23,0.12,
GZI,XEZTGC21LRY8,"Machinery, tools, heavy vehicles, trains and ships",0.39,0.67,,,,,,0.79,0.32,,,,0.74,
HAXQ,NT058NMK9A78,"Machinery, tools, heavy vehicles, trains and ships",,,,0.81,0.66,0.84,,,0.77,,0.92,0.01,0.17,
HFTQ,QPR5SIUHSCD6,"Machinery, tools, heavy vehicles, trains and ships",,0.68,,0.65,0.89,0.43,0.82,0.05,,0.09,0.43,0.59,0.77,
HHF,CN4MKUNFA2G6,"Machinery, tools, heavy vehicles, trains and ships",0.12,0.58,0.6,0.88,,0.3,1,,0.49,0.34,0.91,,0.9,0.39
HLP,PHN7QI0HDK94,"Machinery, tools, heavy vehicles, trains and ships",0.32,0.87,0.64,0.59,,,,,0.6,0.56,0.02,0.88,0.16,
HMCL,EWUEUITZEGI0,"Machinery, tools, heavy vehicles, trains and ships",,,,,0.35,0.43,0.73,0.86,,,0.77,,0.12,
HON,TMO4TM5L06D7,"Machinery, tools, heavy vehicles, trains and ships",0.64,,0.14,0.4,,0.5,1,0.64,,0.4,0.46,0.77,0.37,0.53
HRMW,PQS4QLXEH5S1,"Machinery, tools, heavy vehicles, trains and ships",,0.12,0.79,,0.78,0.97,0.09,0.25,0.37,,0.33,0.7,,
HSE,SCJ2E9QQV1I4,"Machinery, tools, heavy vehicles, trains and ships",,,0.3,0.83,,0.11,0.79,,0.4,0.78,0.09,,0.63,0.22
HSZC,TCXCDNGZTSZ7,"Machinery, tools, heavy vehicles, trains and ships",,0.84,,,0.78,0.97,,,0.78,0.16,,0.71,,0.48
HVF,LWMFQX2LQSS3,"Machinery, tools, heavy vehicles, trains and ships",0.47,,0.25,,0.32,0.84,0.99,,,,0.14,0.55,0.38,0.94
HVH,YJJSZPBGHFP2,"Machinery, tools, heavy vehicles, trains and ships",0.92,0.79,,,0.62,0.84,0.27,,0.85,,0.82,0.8,0.53,
IDR,CB0NH5XJAO87,"Machinery, tools, heavy vehicles, trains and ships",0.3,,0.34,0.02,,0.23,,0.48,0.1,0.43,0.78,0.22,0.69,0.71
IHNY,VHDJIXUBVIK4,"Machinery, tools, heavy vehicles, trains and ships",,,,,0.94,,,0.04,,0.29,0.92,0.15,0.47,0.94
IJR,WZBTTILMAZU2,"Machinery, tools, heavy vehicles, trains and ships",0.65,0.58,0.43,,0.73,,0.13,,0.43,,0.07,0.71,0.85,
IPZU,KSYEJJTJH5M6,"Machinery, tools, heavy vehicles, trains and ships",,0.45,0.18,,0.82,0.83,0.99,0.13,0.58,,,,0.29,0.9
ISPM,EZU68DZ04AS9,"Machinery, tools, heavy vehicles, trains and ships",0.85,,0.72,0.03,,0.32,,,,,0.11,0.24,,
IVXH,DGTVV3VHZJJ0,"Machinery, tools, heavy vehicles, trains and ships",0.39,,0.74,0.71,,0.27,0.36,,0.98,,0.46,,,0.55
IYF,UE050MXHLNC7,"Machinery, tools, heavy vehicles, trains and ships",0.92,0.84,0.16,0.37,0.05,0.87,,,0.41,,0.27,0.12,0.22,0.5
JCOY,IYJSZD5MC4K9,"Machinery, tools, heavy vehicles, trains and ships",0.62,0.03,0.08,0.37,0.83,0.99,0.79,0.33,0.45,,,,0.12,
JHY,WTS3MRKTZL31,"Machinery, tools, heavy vehicles, trains and ships",,,0.78,0.43,,0.31,,0.73,,,0.65,0.74,0.03,0.71
JKP,BMJY05VQR9L3,"Machinery, tools, heavy vehicles, trains and ships",0.66,0.81,0.76,0.79,0.49,,0.14,,,,,,0.79,0.3
JLS,YX4R1IVU7GB5,"Machinery, tools, heavy vehicles, trains and ships",,0.75,0.45,0.06,0.71,1,0.12,,,0.43,,,,0.87
JQX,XMELNVT02UC3,"Machinery, tools, heavy vehicles, trains and ships",0.64,0.98,0.92,,0.92,,0.47,,,0.15,0.55,0.87,0.85,
JTTL,OYDXKABOZAV2,"Machinery, tools, heavy vehicles, trains and ships",0.7,,0.07,0.69,,,,,0.39,,0.56,,0.63,0.19
JUDK,SMU4HBRH2XR2,"Machinery, tools, heavy vehicles, trains and ships",,0.47,,0.81,,0.67,0.16,0.01,0.34,,,,,
JYY,ULS0JZKLLVL8,"Machinery, tools, heavy vehicles, trains and ships",0.53,0.26,,0.82,0.61,,0.9,0.65,0.51,0.51,0.42,0.13,,0.61
JZVQ,DHZCKXFUQCP9,"Machinery, tools, heavy vehicles, trains and ships",0.84,0.81,0.9,,0.71,0.31,0.49,0.5,,,0.87,,,0.5
KBRO,FC2SONQTL8N0,"Machinery, tools, heavy vehicles, trains and ships",0.57,0.84,,,0.56,0.49,0.48,0.61,1,0.44,,,,
KBRW,QCXHJZIM10Z8,"Machinery, tools, heavy vehicles, trains and ships",0.4,0.24,,0.73,0.6,0.55,,0.01,0.11,0.42,,,0.84,0.61
KKC,PP9GD9UM6256,"Machinery, tools, heavy vehicles, trains and ships",0.36,0.67,0.52,,0.66,0.65,0.81,,,,0.25,0.42,0.7,0.73
KNTD,SYIHT5MUXMV4,"Machinery, tools, heavy vehicles, trains and ships",0.8,,0.38,0.94,,0.45,,0.34,,0.41,,,0.57,0.09
KPJ,EOC2MTAMN6O4,"Machinery, tools, heavy vehicles, trains and ships",0.64,0.51,,,0.75,0.87,0.22,0.18,,,,0.13,,0.81
KPP,PSKZEFOSP9F4,"Machinery, tools, heavy vehicles, trains and ships",,0.59,0.57,,,0.98,0.86,0.6,0.57,0.04,,,0.33,
KWC,OP24F8Q4NWG5,"Machinery, tools, heavy vehicles, trains and ships",0.66,,,,0.22,0.92,,,,,0.79,1,0.75,0.86
KWY,XL2RXGMCQJ84,"Machinery, tools, heavy vehicles, trains and ships",0.15,0.14,0.9,,,0.37,,,,0.29,0.7,0.54,,
KZS,QBRUDCTVZX32,"Machinery, tools, heavy vehicles, trains and ships",,0.68,,,,0.41,,0.4,,0.42,,0.72,0.31,
LDCQ,UYURASLE6LU7,"Machinery, tools, heavy vehicles, trains and ships",,,0.47,0.15,,,0.13,0.3,,,0.9,0.75,,0.8
LFB,CHHHRZHHU3E9,"Machinery, tools, heavy vehicles, trains and ships",,,0.99,,0.53,,,,,,0.75,0.68,0.77,
LFBY,MWOST9TZ82B5,"Machinery, tools, heavy vehicles, trains and ships",0.49,0.09,,0.02,,,0.67,,0.87,0.9,,0.9,0.84,
LJV,FKDUO3PKOS33,"Machinery, tools, heavy vehicles, trains and ships",0.16,,,0.6,0.29,0.01,0.63,,,,,0.02,0.45,0.13
LKK,ICGVJJAXB002,"Machinery, tools, heavy vehicles, trains and ships",0.58,,0.97,,0.97,,,,0.5,0.61,0.19,0.58,,0.36
LUB,IGBJ7A3XLDX3,"Machinery, tools, heavy vehicles, trains and ships",0.5,0.43,,,,0.72,0.09,,,0.39,0.83,,,0.15
LVNP,JFTAS0R60RY8,"Machinery, tools, heavy vehicles, trains and ships",0.38,0.45,0.81,0.89,,0.21,0.37,,,0.1,0.04,0.74,0.8,0.04
LYPK,APFR1HS9XUB1,"Machinery, tools, heavy vehicles, trains and ships",0.42,0.28,,,0.47,0.68,,0.55,,0.28,,,,0.6
MEQF,AR57WMXL60E1,"Machinery, tools, heavy vehicles, trains and ships",0.51,0.47,0.68,0.93,0.16,0.93,,0.74,0.07,0.25,0.82,,0.19,
MIT,EBO30HUB7B14,"Machinery, tools, heavy vehicles, trains and ships",0.99,,0.37,,0.44,0.01,0.2,,0.86,0.13,,,0.19,
MLZ,QPR6ANGY4XR3,"Machinery, tools, heavy vehicles, trains and ships",,0.39,,0,0.74,,,0.55,0.93,0.61,0.3,,0.2,0.96
MRK,CUAO6NP47DW0,"Machinery, tools, heavy vehicles, trains and ships",,,0.5,0.17,0.05,0.54,0.32,,0.51,,,0.99,0.64,0.66
MVDU,YBRXYM53AP51,"Machinery, tools, heavy vehicles, trains and ships",0.69,,0.19,,,,,0.64,,,0.89,,0.47,0.4
MYC,SV6NE89M5O98,"Machinery, tools, heavy vehicles, trains and ships",0.09,0.97,0.72,0.68,,0.02,0.51,,0.66,0.28,,0.22,0.95,
MZCS,AJ0K312AL6M7,"Machinery, tools, heavy vehicles, trains and ships",,,0.74,0.45,,0.28,0.55,0.51,0.75,0.9,0.52,0.94,,
NDPM,PTC3AKAA4ON7,"Machinery, tools, heavy vehicles, trains and ships",0.95,0.49,0.77,0.75,0.12,,0.52,,0.35,,0.65,,,0.4
NGCH,CUH5ZV0BH7K8,"Machinery, tools, heavy vehicles, trains and ships",,,,0.96,0.57,,,,0.15,0.53,0.14,0.82,,
NKLM,UOOO3GVJFUS3,"Machinery, tools, heavy vehicles, trains and ships",0.29,0.58,0.8,0.72,0.49,0.14,0.44,,,,0.64,0.44,,0.2
NKT,GQUHB9IZVKC3,"Machinery, tools, heavy vehicles, trains and ships",,0.44,,0.42,,1,0.44,,,0.89,,0.91,,0.07
NLBK,PBBQLM7NSNL4,"Machinery, tools, heavy vehicles, trains and ships",,0.04,,,0.31,0.09,0.3,0.96,,,0.69,0.32,,0.96
NTS,XTL8A1WGE2R1,"Machinery, tools, heavy vehicles, trains and ships",,0.52,,0.2,0.91,,0.83,,,0.66,,,0.43,0.01
NUXD,NRI2KB3J8F62,"Machinery, tools, heavy vehicles, trains and ships",,0.7,,0.7,,,0.71,0.97,0.85,,,,0.42,0.63
NVD,JJLWS5BRN5E6,"Machinery, tools, heavy vehicles, trains and ships",,,,0.83,,0.1,0,,,,0.14,0.31,0.04,0.95
NYYW,SCL76JF2ZBU0,"Machinery, tools, heavy vehicles, trains and ships",0.13,0.81,0.96,,,0.65,,0.83,0.04,,0.91,0.1,0.24,0.98
OHI,OUT5OOP74BC7,"Machinery, tools, heavy vehicles, trains and ships",,0.05,0.91,,0.28,0.33,1,0.58,,0.93,0.67,0.12,0.45,0.43
OIF,XPESH3VVSJE5,"Machinery, tools, heavy vehicles, trains and ships",0.52,0.53,,0.99,,,,0.01,,,,0.37,0.16,0.09
OIU,YGCOGCET1YR0,"Machinery, tools, heavy vehicles, trains and ships",0.37,,,0.2,,,,,,,,,,0.01
OJY,MM12PXGESZT5,"Machinery, tools, heavy vehicles, trains and ships",0.35,0.72,,,,,0.46,,0.74,,,0.74,,0.92
OXD,KGUQKOE28WR6,"Machinery, tools, heavy vehicles, trains and ships",,,0.73,0.48,0.92,0.82,0.78,0.83,0.34,0.04,0.83,0.06,0.32,
PBS,PFH7SLB5HEM5,"Machinery, tools, heavy vehicles, trains and ships",,,0.98,0.07,0.36,,0.21,,0.7,,0.41,0,0.7,
PCMC,KSB6LRC8XGR0,"Machinery, tools, heavy vehicles, trains and ships",,,,0.79,,,0.04,,,0.93,,0.87,,0.65
PFDS,IX6MFPIK0A74,"Machinery, tools, heavy vehicles, trains and ships",0.19,0.57,0.6,,,,,0.03,,0.86,0.53,,0.1,
PHP,WK5IVADH1C29,"Machinery, tools, heavy vehicles, trains and ships",0.91,,0.65,0.82,0.26,0.26,0.83,0.19,0.19,,0.53,0.36,0.05,0.58
PME,YPJUQ4KM2TF9,"Machinery, tools, heavy vehicles, trains and ships",0.86,,0.86,0.13,,0.6,0.49,0.52,,0.47,0.66,0.47,,0.49
PSMC,WW35A9SWEEX8,"Machinery, tools, heavy vehicles, trains and ships",,0.12,0.63,,0.76,0.49,,0.65,0.23,,0.62,,0.69,
PZUA,YBU4CL2UY6S5,"Machinery, tools, heavy vehicles, trains and ships",0.64,0.61,,,,0.39,0.19,0.84,,,0.36,0.48,0.11,0.88
QGG,SQJ59Y0L1WO3,"Machinery, tools, heavy vehicles, trains and ships",,,0.18,0.76,0.86,,,,,0.13,,0.59,0.72,
QICH,AXLC9TMRF203,"Machinery, tools, heavy vehicles, trains and ships",,,0.09,0.94,0.64,,0.74,,0.99,0.48,0.8,,0.89,0.96
QIMZ,KPWYKIW4PPZ6,"Machinery, tools, heavy vehicles, trains and ships",,0,,0.76,0.52,0.13,,,,0.09,0.37,,0.97,
QKK,ENLVGKWRY568,"Machinery, tools, heavy vehicles, trains and ships",,,,0.53,0.89,0.17,0.75,0.95,,,0.35,0.75,,
QVX,MF980URAA002,"Machinery, tools, heavy vehicles, trains and ships",,,,,,0.16,0.97,0.7,0.27,,0.98,0.88,0.88,0.69
QWNQ,MZV31SQ56NK6,"Machinery, tools, heavy vehicles, trains and ships",0.99,0.44,,,0.36,0.66,,0.76,,0.22,0.77,0.24,,0.28
QZVF,SU8LDCZX7HC5,"Machinery, tools, heavy vehicles, trains and ships",0.82,0.61,,,,0.08,0.78,0.21,,0.44,,,,0.67
RAMX,BI6TVGTR6K76,"Machinery, tools, heavy vehicles, trains and ships",0.54,0.74,,0.62,0.06,,0.16,0.84,0.31,,,,0.96,0.6
RBT,ZJ0DJWIPD8Z2,"Machinery, tools, heavy vehicles, trains and ships",0.15,,0.05,,,,,0.74,,0.24,0.32,,0.45,0.5
REAE,PCP03DB30XZ2,"Machinery, tools, heavy vehicles, trains and ships",,,0.54,0.08,0.99,,,,,0.08,0.62,0.7,0.95,0.22
RFSW,PHFT0VI05ZB2,"Machinery, tools, heavy vehicles, trains and ships",,,0.02,0.23,0.77,0.12,0.33,,,0.91,0.03,0.78,0.87,0.17
RJEQ,EGBRSXQ828G2,"Machinery, tools, heavy vehicles, trains and ships",0.24,,,,0.35,0.36,,0.63,0.75,0.25,0.81,,,0.25
RKU,ZA1YY013N7Y4,"Machinery, tools, heavy vehicles, trains and ships",,0.85,0.95,,0.21,,,0.73,,0.59,0.72,,0.93,0.66
RVFU,EQZ89SZZH9D9,"Machinery, tools, heavy vehicles, trains and ships",,0.7,0.89,0.04,,,0.24,,0.64,,0.21,0.91,,
RXJ,LMZKOGPMLO74,"Machinery, tools, heavy vehicles, trains and ships",0.86,0.97,0.3,0.07,,0.14,,0.93,,,,0.04,0.5,
RXRB,WMHYO5UCHCY5,"Machinery, tools, heavy vehicles, trains and ships",0.34,,0.16,,0.98,,,,0.73,,0.35,0.69,0.44,0.97
RYQL,AGAWBQDFE1I9,"Machinery, tools, heavy vehicles, trains and ships",0.87,,0.19,,,0.85,,,,,0.35,0.97,0.23,0.35
